Employee_ID,Name,Age,Gender,Department,Education_Level,Join_Date,Training_Program,Training_Date,Training_Attended,Pre_Training_Score,Post_Training_Score,Manager_Feedback_Score,Peer_Feedback_Score
fd5baf20-7da2-4e1b-be7a-31688e72d17c,Thomas Anderson,27.0,Male,HR,None,2022-09-06,Python,21/11/2024,Absent,0.0,,,
3618187c-37e2-4c86-a54f-da3118d3ab67,Laura White MD,,F,HR,Bachelors,2021-04-25,Cloud Computing,13/07/2021,No,,,1.0,1.0
c053f253-5a1e-490d-a894-844f8cd1692d,Steven Ramirez,,Female,HR,PhD,2023-09-05,Excel,26/08/2025,Present,,0.0,0.0,0.0
e27f7dc7-aa0b-46ea-9b0b-249da159bef3,Madeline Fields,,Female,Marketing,Bachelors,2023-05-10,Cloud Computing,2023-07-15,Present,0.0,0.0,3.0,3.0
39a01a0b-6465-4945-8852-787c891edaa2,Kathleen Marshall,,MALE,Sales,Masters,2024-07-15,Project Management,01/01/2026,Yes,,25.0,3.0,3.0
2d78f04b-df93-45ac-ac85-66f0282f0aa6,Aaron Gallegos,60.0,F,Sales,Bachelors,2024-02-02,Python,31/01/2025,No,,71.0,2.0,2.0
e8438f65-aef0-444b-ac19-ee3da7fc1bad,Kevin Barnes,,Male,Marketing,None,2024-03-18,Python,2024-10-22,P,0.0,89.0,3.0,3.0
076f3b07-a2ec-477a-b05a-1bef690903c4,Brenda Harvey,,Female,Finance,PhD,2023-10-28,Project Management,2025-11-06,No,,0.0,3.0,3.0
68a57ee7-bb6e-4d06-9211-d6cc997d4ca9,Erika Wright,,Male,Finance,Masters,2020-12-13,Leadership,2021-02-27,A,,,2.0,2.0
1749939d-af32-4af5-b8cf-536aa02072d9,Alison Guzman,42.0,Female,Marketing,Bachelors,2025-02-08,Project Management,2026-11-13,P,48.0,,,
316a8466-dd0a-4a6e-82e6-e14d8d53a190,Candice Wood,,MALE,Sales,PhD,2023-07-30,Cloud Computing,2025-09-12,A,0.0,,0.0,0.0
b6799210-efe8-4716-b8e0-0f782cdaa0b2,Erica Carter,50.0,F,Support,Diploma,2022-04-20,Communication,03/05/2023,Yes,0.0,,0.0,0.0
758daaee-760f-4d95-93dd-bda134fe6da8,Larry Fritz,58.0,MALE,Finance,None,2020-07-11,Python,26/09/2021,Present,0.0,,0.0,0.0
a4316e6c-800e-4610-b61e-b7e3f909c46c,Larry Rivera,,Male,Marketing,None,2021-10-08,Cloud Computing,14/09/2022,Absent,,,3.0,3.0
f664b2b9-b8d8-4619-b653-8a693eaf5f08,Paul Fleming,,Female,Finance,None,2021-08-14,Communication,2022-11-12,A,97.0,,1.0,1.0
785fa1ad-fedb-4a32-850f-7bdcddf7d263,Andrea Butler,,Female,Marketing,Diploma,2023-09-21,Cloud Computing,31/05/2024,A,65.0,0.0,1.0,1.0
1ef8aca7-898f-4586-b74a-3db6e223afc0,Lisa Hays,,FEMALE,Sales,None,2022-06-23,Excel,04/05/2023,Absent,,,3.0,3.0
b9dd378e-d3e7-4cd9-bb16-34537042eb9e,Robert Clayton,,M,Engineering,None,2020-06-19,Python,2022-11-11,A,0.0,,2.0,2.0
ed696cb3-b774-461d-a641-01fa5d0607cc,Marie Patterson,48.0,MALE,Engineering,None,2020-08-08,Communication,2022-04-24,Absent,0.0,84.0,4.0,4.0
4333240a-d8d9-4ad8-a55f-30b91a8709bd,Lauren Moody,,FEMALE,Marketing,Masters,2021-04-27,Cloud Computing,2023-01-30,No,0.0,,4.0,4.0
56ff66fd-a812-4f1b-a9b3-5bf25dd09e34,David Olson,46.0,Female,Finance,PhD,2021-09-13,Project Management,2021-11-05,Absent,,,0.0,0.0
b197603c-a45c-4178-947c-903018dd3aea,Steven Vasquez,,F,Marketing,None,2022-07-07,Excel,19/12/2022,Absent,,0.0,1.0,1.0
4b9842c5-57aa-4681-828f-54aac1c97ab6,Erin Cole,43.0,Female,Finance,Bachelors,2022-05-07,Leadership,2022-09-27,No,0.0,0.0,0.0,0.0
09268f85-982c-4129-8679-fe6e91779972,Brittany Roberts,,MALE,Sales,Bachelors,2022-06-17,Project Management,2023-11-10,Yes,0.0,,1.0,1.0
5cdb7eda-9044-4ec6-9ef0-195ee152dc3a,Elizabeth Baldwin,,MALE,Engineering,PhD,2022-02-22,Excel,2023-07-29,No,0.0,,1.0,1.0
b68c55b2-79ac-446d-8e03-87ada246ea52,Edward Manning,38.0,MALE,Marketing,PhD,2025-02-03,Excel,20/05/2027,No,63.0,,2.0,2.0
dbf11941-4ad6-43d0-9b81-ce242582bca6,Mark Johnson,,MALE,Finance,Masters,2021-05-11,Python,11/01/2022,P,0.0,,3.0,3.0
95906901-25fb-4421-8d8e-8fdb954e95fb,Jackson Romero,,FEMALE,Engineering,Masters,2022-01-24,Communication,09/05/2024,Yes,56.0,,3.0,3.0
e666a9b4-9e53-44dc-ba1a-fd6767e56f19,Gregory Moore,41.0,FEMALE,Support,PhD,2024-08-29,Excel,28/04/2026,No,0.0,57.0,3.0,3.0
60c336eb-5fd6-49e6-85f9-70f75075b7d1,Karina Jackson,,F,HR,Masters,2024-07-11,Leadership,2026-09-10,Absent,,0.0,2.0,2.0
e5aa8c5a-7be7-4206-ace6-2f9f7b67caba,Michael Brown,,F,Sales,Masters,2024-09-24,Python,05/11/2024,No,0.0,,,
266c3392-396c-4135-b4d8-8c514f2ed3eb,Richard Mccormick,53.0,FEMALE,Finance,Masters,2022-03-06,Excel,22/09/2023,A,0.0,,0.0,0.0
91c4b8c6-7596-4b93-bfb0-b7b65b43ae1a,Susan Larsen,,FEMALE,Support,Bachelors,2021-12-09,Project Management,26/08/2022,Absent,,0.0,2.0,2.0
33d9014f-bdca-4089-ba76-8ae2e5ec276c,Andrew Sims,55.0,MALE,Marketing,PhD,2024-09-21,Project Management,2027-05-13,Present,0.0,,1.0,1.0
8da40d27-457f-4a84-9133-ded481e60c4c,Sarah Medina,56.0,Male,Finance,None,2023-01-25,Cloud Computing,27/07/2024,Absent,,0.0,5.0,5.0
725687c2-0e54-4d51-8c44-5778f86e92d6,Danielle Scott,,Female,Engineering,None,2020-12-09,Python,2023-08-24,Yes,55.0,0.0,2.0,2.0
db869a02-a69b-4d21-afb3-8c42b0901da2,Michael Bryant,,Male,Marketing,Masters,2021-10-26,Communication,2024-03-24,Yes,,79.0,2.0,2.0
8d4e46c5-4409-40e2-9bf0-72e7fab87bb6,Patrick Quinn,42.0,Female,Finance,Bachelors,2020-08-09,Excel,2022-03-11,Present,80.0,0.0,1.0,1.0
85c65764-21ee-4a3d-a733-c344e7f8daa8,Daniel Sanchez,41.0,FEMALE,Finance,Bachelors,2020-10-21,Project Management,16/07/2022,A,0.0,,4.0,4.0
89747baf-1928-4cfc-b6da-7bc37a2f2c57,Amber Tyler,,F,Support,Masters,2025-03-17,Python,16/04/2025,Yes,0.0,0.0,4.0,4.0
71203b7a-1dcc-4f24-ba71-ce7b3248f699,Craig Daniels,,M,Support,None,2020-11-19,Cloud Computing,21/10/2021,P,,34.0,5.0,5.0
91bf903d-4cca-4dda-bcbb-26279929c7c7,Jeffrey Stein,,Female,Marketing,Bachelors,2022-02-03,Excel,17/07/2023,No,58.0,,5.0,5.0
96c49c44-31de-44f6-a483-39f7c7036a4c,Lisa Bryant,33.0,Male,Marketing,Masters,2024-01-12,Python,2025-11-25,Yes,,,0.0,0.0
99f2587c-683c-4806-812a-dc5540728ad4,Mark Murphy,35.0,M,Marketing,Masters,2020-04-08,Excel,2020-08-21,Absent,0.0,,5.0,5.0
a5310be0-f391-4a36-88a4-36ae83a2a06f,Sean Wright,,MALE,HR,Masters,2024-05-17,Python,2025-11-26,A,,,,
4f0dc7bc-80c8-4083-8faf-04baad8716e1,Ashley Sherman,,M,Finance,None,2022-08-10,Excel,2023-08-16,A,,,0.0,0.0
e4b3b66b-51b7-45ed-81ab-1df17cd21263,Julie Martin,,Male,Support,Masters,2021-10-25,Communication,2022-11-21,No,,67.0,2.0,2.0
4dfcf384-ac48-4af2-ae98-8798c2ac0d6d,Scott Peterson,42.0,Female,Sales,None,2020-10-27,Excel,21/10/2021,P,33.0,51.0,4.0,4.0
c75ee63d-318f-4980-aec2-85a6d29323e2,David Parker,,Male,Support,Diploma,2024-11-05,Project Management,2025-11-03,No,82.0,0.0,,
78ccd788-87c8-4346-8434-228151ec8f30,Eric Lynch,,M,Sales,PhD,2022-11-11,Excel,02/08/2024,P,,0.0,1.0,1.0
280906a9-52e2-4a8e-a793-b627ac00cd5e,James Jackson,48.0,Female,Sales,PhD,2025-02-14,Cloud Computing,30/05/2025,Absent,91.0,76.0,0.0,0.0
535fd8d2-2839-4888-a99f-8c039c310930,Veronica Valdez,,MALE,Engineering,Masters,2021-08-10,Leadership,2022-08-10,No,,0.0,0.0,0.0
3a8da127-44f6-4bef-b9f9-d376c79e049b,Kaitlyn Chase,51.0,F,HR,PhD,2023-10-24,Communication,16/05/2026,No,,0.0,3.0,3.0
556ed0d1-4e65-4eee-a51d-d64e5eec2af4,Sandra Stewart,,F,Finance,Bachelors,2022-11-06,Cloud Computing,18/07/2025,Present,,0.0,1.0,1.0
c33ffef7-64bf-4e8c-9033-89b46ce052ef,Philip Powell,,M,Sales,PhD,2022-11-19,Project Management,2024-03-10,Present,0.0,0.0,5.0,5.0
23d2789d-ce2c-4739-a552-abc65a86503a,Pamela Smith,54.0,FEMALE,Finance,None,2023-09-29,Project Management,05/01/2026,Absent,0.0,,2.0,2.0
418495a4-b777-4cb9-a97c-696b356766ec,James Morris,,Male,Marketing,None,2021-12-26,Python,16/05/2023,A,0.0,75.0,,
bd303739-8f5a-4787-8edd-8e22536019db,Daniel Shaw,46.0,Male,Marketing,PhD,2023-07-09,Excel,2024-09-22,Absent,53.0,0.0,1.0,1.0
2911268f-3e3e-47b3-930d-a4761b5982d2,John Griffith,,MALE,Sales,Masters,2022-08-06,Communication,30/10/2024,Absent,,43.0,4.0,4.0
0bc6a71b-f25b-46a6-b89c-2ef6f3b93ebe,Jeanette Moyer,24.0,FEMALE,HR,Bachelors,2024-04-05,Python,2024-05-31,P,0.0,46.0,0.0,0.0
9b510232-fca7-444d-87b7-6d173ff5ea79,Amy Brown,36.0,M,Engineering,Masters,2024-05-29,Excel,04/05/2025,Present,68.0,0.0,3.0,3.0
7028eb2d-5e94-42d6-89b3-889d46aaf714,Ashley Taylor,,F,Finance,Masters,2023-03-07,Communication,2025-08-27,A,95.0,31.0,4.0,4.0
bb81c774-c676-41b3-ba28-631653156a23,Christian Hernandez,55.0,Female,Marketing,Bachelors,2020-11-22,Excel,2022-05-24,No,,,,
1687819b-8fd4-4278-b332-d3ab92f77072,Garrett Payne,,F,HR,None,2022-10-22,Leadership,04/06/2023,A,22.0,,1.0,1.0
4a9a75f0-d13b-4a4d-87f1-6ab58e82373e,Brenda Carrillo,,M,Engineering,Diploma,2022-06-26,Project Management,2023-09-08,P,0.0,0.0,1.0,1.0
e7b4dcd3-5c79-4b20-9a7a-9b4ff50b1168,Nicole Lewis,,MALE,Support,PhD,2022-12-08,Leadership,2024-10-27,Absent,51.0,92.0,4.0,4.0
5cb9635c-75f7-4b07-ba49-62d177e43d33,Michael Padilla,52.0,Male,Sales,Masters,2022-12-31,Project Management,2023-06-10,No,,,2.0,2.0
05ec647e-eec4-42d0-bf66-02259a86a2f5,Martin Simmons,33.0,MALE,Support,Masters,2022-06-09,Python,29/10/2024,Present,40.0,83.0,2.0,2.0
87450d05-d4e8-4dd0-8c4b-c3d2cc5015cf,William Brooks,,Male,Engineering,PhD,2024-05-27,Leadership,05/05/2025,A,0.0,,3.0,3.0
f5b4aee1-0836-4865-bee3-36076feccac2,Rebecca Tyler,60.0,Female,Engineering,Bachelors,2025-01-28,Python,2025-04-15,Absent,,28.0,0.0,0.0
a266530e-5570-4efc-9327-1b56485b841f,Bernard Davis,,Female,Sales,Bachelors,2024-06-13,Python,12/11/2025,A,,,4.0,4.0
28815cd9-8821-4541-9cc1-fb5ec7d4a10f,Sarah Miller,,F,Support,None,2025-01-05,Communication,2026-12-08,Absent,0.0,36.0,5.0,5.0
30de0010-fe31-4408-a671-cd819c2b05eb,Pamela Jordan,,M,Sales,Bachelors,2024-04-01,Communication,2024-12-17,Absent,52.0,,,
e16b1b8c-e3ac-421a-b387-a60077391bee,Brittany Rivera MD,,Female,HR,Diploma,2022-08-15,Python,2024-09-10,No,0.0,0.0,,
c7f7040b-8718-4322-b43c-6de656fdc504,Samantha Reynolds,25.0,Female,Engineering,Masters,2025-02-27,Project Management,2027-10-12,Present,50.0,,,
01a069a2-4b37-417d-9322-04fb66c67afa,Jean Smith,44.0,MALE,Sales,Diploma,2020-06-12,Excel,2020-07-23,Absent,0.0,0.0,4.0,4.0
db06f072-4244-4fce-a686-d5c66d59ade7,Michael Nguyen,,M,Marketing,PhD,2023-01-03,Python,27/04/2024,A,,0.0,3.0,3.0
c519fd78-3348-4da0-aa57-c6e4a753297e,Tammy Barry,38.0,M,Finance,Bachelors,2024-02-28,Cloud Computing,22/08/2026,Absent,32.0,78.0,5.0,5.0
25f5ed6f-c5e2-4dcc-b058-4d2027111b60,Christopher Johnson,,M,Finance,Diploma,2025-03-04,Cloud Computing,2025-08-04,Present,84.0,0.0,3.0,3.0
5938949e-8a42-4ff0-a098-4689c78ae6ce,Erin Stewart,36.0,Female,Support,PhD,2020-08-07,Cloud Computing,24/03/2021,Yes,0.0,0.0,,
4d8cc9c6-33a2-447b-b574-6477a87da2af,William Hall,56.0,MALE,Sales,Masters,2022-03-22,Python,2022-06-08,Absent,0.0,0.0,3.0,3.0
2326e3d0-06fc-465a-9af7-dfe2c5b86c82,Terry Martinez,,Female,HR,Bachelors,2022-02-10,Excel,2023-12-21,P,0.0,,2.0,2.0
be7301e9-de16-40ea-b1a6-de4806822e13,Christine Williams,41.0,Male,HR,None,2023-06-16,Project Management,06/11/2024,P,0.0,0.0,,
c55f30a1-34a4-40e3-b2d9-ec3e66308af8,Robert Davis,30.0,F,Marketing,Masters,2023-12-30,Excel,06/04/2024,Absent,,95.0,4.0,4.0
b97a08ba-940b-434d-a9cc-edab81b74f35,Carla Clark,,Female,Finance,Bachelors,2021-10-03,Project Management,2022-07-14,No,0.0,39.0,1.0,1.0
bfeb32a4-5bbf-485b-9ad7-5864bd9ab6d9,Jennifer Clark MD,42.0,MALE,Engineering,None,2024-06-04,Python,01/10/2025,Yes,0.0,,3.0,3.0
823c794a-415a-43c1-ba5c-d4265c1faf7b,Jesus Smith,,Female,Engineering,PhD,2024-07-29,Python,2025-04-22,Present,,0.0,3.0,3.0
199ded5e-db84-4a96-b629-5eb4667a9b91,Tracy Copeland,,Female,Sales,Bachelors,2023-11-02,Leadership,23/03/2025,No,0.0,66.0,2.0,2.0
4cfa4f8a-a6e9-47ae-9909-f489f22929b6,Michael Santos,,Male,Support,Bachelors,2023-12-16,Python,2026-06-23,No,,,4.0,4.0
f388fef7-040e-4f47-b8ab-2513e03db918,Monica Merritt,44.0,Male,Engineering,Diploma,2023-07-31,Communication,2024-11-01,Yes,83.0,,3.0,3.0
2d675be3-3fbe-4756-98f0-2d4124074330,Bethany Moore,,FEMALE,Sales,Diploma,2020-08-25,Leadership,06/08/2022,Yes,0.0,0.0,0.0,0.0
98a0db61-0fa9-4695-89fb-4d4bc3254bc3,Sharon Guerrero,,FEMALE,Support,None,2024-04-05,Excel,10/08/2024,A,,,0.0,0.0
2850c932-d2c0-4ee4-aa35-567d9e181620,Christopher Stone,,MALE,Engineering,Masters,2023-06-05,Cloud Computing,2025-02-11,Absent,0.0,62.0,1.0,1.0
ab2dd056-cf71-4c2c-8f35-fdb9bdf18708,Shawn Rodriguez,,M,HR,PhD,2021-07-21,Python,2022-06-15,Absent,,,0.0,0.0
4e5a4392-343e-423f-bf5f-ca4f07acc717,Jake Skinner,38.0,Female,Sales,None,2021-08-24,Project Management,2023-01-05,P,,,,
54e28fa6-069c-4c0a-8884-4f88074a588f,John Moss,56.0,M,HR,Bachelors,2022-12-30,Project Management,24/06/2025,Present,,,3.0,3.0
8a1b0744-0be7-4352-a85c-0862e9e02d8d,Kyle Fox,,MALE,Finance,PhD,2021-06-29,Python,14/05/2023,A,66.0,,4.0,4.0
e5ae288f-5942-4395-83d3-01cf19a12723,Jason Jones,,FEMALE,Sales,Masters,2021-08-11,Excel,26/09/2021,Yes,29.0,31.0,5.0,5.0
db2c04c0-6a42-49c3-bbbe-0e9d76e51a12,Jessica Vincent,,Female,Support,PhD,2024-04-23,Cloud Computing,2026-05-21,P,70.0,69.0,,
e648d7ae-7830-4c6c-b9eb-17974fb9ef37,Bethany Douglas,40.0,M,Marketing,Diploma,2020-04-09,Leadership,2022-09-21,Absent,90.0,55.0,0.0,0.0
b7607067-ab1e-4b37-9d15-844df4f7bfdc,Johnathan Guerra,36.0,Female,Finance,Masters,2023-05-17,Communication,03/11/2024,Present,57.0,0.0,,
83c59c14-3824-462b-a036-971a323fdf19,Tom Perez,57.0,F,Marketing,None,2025-02-14,Cloud Computing,2026-07-23,A,0.0,0.0,4.0,4.0
6761f64e-b79e-4140-9844-1abdbe41635f,Lucas Wright,,M,HR,Masters,2020-12-18,Python,2021-10-11,Yes,65.0,,3.0,3.0
4d156c62-a8cc-4e3b-bae3-438e2f43b2f0,William Barnett,37.0,Male,Sales,Diploma,2022-05-25,Cloud Computing,2024-11-20,P,0.0,0.0,,
e2327c25-fcd6-4aba-93c1-392f8453d803,Steven Murphy,57.0,F,HR,None,2024-09-08,Leadership,2025-09-29,A,,0.0,,
bc85630c-9451-4f78-a52d-3404a94485e0,Amanda Bullock,,FEMALE,Support,Bachelors,2023-06-15,Python,03/10/2024,A,38.0,65.0,2.0,2.0
32a95261-cb50-4aa3-8c4a-ef81a1c2e70c,Alexis Walters,,F,Support,Masters,2023-07-17,Excel,21/08/2025,Absent,,0.0,3.0,3.0
02ff9754-5291-4b6d-a592-4c9f29714f1f,Karen Cooper,,Female,Sales,None,2022-04-15,Python,04/04/2024,Present,98.0,0.0,2.0,2.0
36ff812d-fe21-41fd-b3bd-185b67d920b3,Dennis Gonzales,,MALE,Marketing,Masters,2025-03-05,Communication,2025-08-04,Yes,42.0,0.0,1.0,1.0
